INT	STRING	STRING
639	CUPY_4000_031	菲律宾战役
640	CUPY_4000_032	缅甸战役一
641	CUPY_4000_033	缅甸战役二
642	CUPY_4000_034	同古会战一
643	CUPY_4000_035	同古会战二
644	CUPY_4000_036	同古会战三
645	CUPY_4000_037	仁安羌战役
646	CUPY_4000_038	密支那战役
647	CUPY_4000_039	怒江战役一
648	CUPY_4000_040	怒江战役二
649	CUPY_4000_041	英帕尔战役
650	CUPY_4000_042	淞沪会战一
651	CUPY_4000_043	淞沪会战二
652	CUPY_4000_044	太原会战一
653	CUPY_4000_045	太原会战二
654	CUPY_4000_046	隘口战役
655	CUPY_4000_047	平型关战役
656	CUPY_4000_048	徐州会战
657	CUPY_4000_049	血战台儿庄
658	CUPY_4000_050	武汉会战一
659	CUPY_4000_051	武汉会战二
660	CUPY_4000_052	枣宜会战一
661	CUPY_4000_053	枣宜会战二
662	CUPY_4000_054	百团大战一
663	CUPY_4000_055	百团大战二
664	CUPY_4000_056	百团大战三
665	CUPY_4000_057	中条山战役
666	CUPY_4000_058	长沙会战一
667	CUPY_4000_059	长沙会战二
668	CUPY_4000_060	长沙会战三
669	CUPY_4000_061	长沙会战四
670	CUPY_4000_062	常德会战一
671	CUPY_4000_063	常德会战二
672	CUPY_4000_064	常德会战三
673	CUPY_4000_065	昆仑关战役
674	CUPY_4000_066	豫湘桂会战
675	CUPY_4000_067	雪峰山战役
676	CUPY_4000_068	马绍尔战役
677	CUPY_4000_069	林德会战一
678	CUPY_4000_070	林德会战二
679	CUPY_4000_071	帮助
680	CUPY_4000_072	玩法介绍                         一.如何恢复行动力                1.离线后每三十分钟恢复五点行动力   2.可花费少许商城币购买体力         二.如何获得经验                  挑战主线关卡可获得大量经验        三.如何获得资源                  采集或者制造可以生产资源的建筑    但要记住这些建造需消耗人口      四.人物属性的影响                1.攻击力：影响造成的伤害          2.防御力：影响抵御攻击的能力       3.技能：影响攻击的范围             五.如何提高战斗力                1.大量获得资源从而生产高级兵种     2.谋略得当以弱胜强               六.畅聊末日                      在聊天界面中点击发送气泡按钮，会显示输入板面，输入文字后点击发送即可发送信息到服务器，届时别人也可看到你的消息了                                如有问题请致电客服                客服电话：021-56506888     
681	CUPY_4000_073	论坛
682	CUPY_4000_074	暂无
683	CUPY_4000_075	暂无
684	CUPY_4000_076	暂无
685	CUPY_4000_077	暂无
686	CUPY_4000_078	暂无
687	CUPY_4000_079	暂无
688	CUPY_4000_080	暂无
689	CUPY_4000_081	暂无
690	CUPY_4000_082	暂无
691	CUPY_4000_083	暂无
692	CUPY_4000_084	暂无
693	CUPY_4000_085	暂无
694	CUPY_4000_086	暂无
695	CUPY_4000_087	暂无
696	CUPY_4000_088	暂无
697	CUPY_4000_089	暂无
698	CUPY_4000_090	暂无
699	CUPY_4000_091	暂无
700	CUPY_4000_092	暂无
701	CUPY_4000_093	暂无
702	CUPY_4000_094	暂无
703	CUPY_4000_095	暂无
704	CUPY_4000_096	暂无
705	CUPY_4000_097	暂无
706	CUPY_4000_098	暂无
707	CUPY_4000_099	暂无
708	CUPY_4000_100	暂无
709	CUPY_4000_101	暂无
710	CUPY_4000_102	暂无
711	CUPY_4000_103	暂无
712	CUPY_4000_104	暂无
713	CUPY_4000_105	暂无
714	CUPY_4000_106	暂无
715	CUPY_4000_107	暂无
716	CUPY_4000_108	暂无
717	CUPY_4000_109	暂无
718	CUPY_4000_110	暂无
719	CUPY_4000_111	暂无
720	CUPY_4000_112	暂无
721	CUPY_4000_113	暂无
722	CUPY_4000_114	暂无
723	CUPY_4000_115	暂无
724	CUPY_4000_116	暂无
725	CUPY_4000_117	暂无
726	CUPY_4000_118	暂无
727	CUPY_4000_119	暂无
728	CUPY_4000_120	暂无
729	CUPY_4000_121	暂无
730	CUPY_4000_122	暂无
731	CUPY_4000_123	暂无
732	CUPY_4000_124	暂无
733	CUPY_4000_125	暂无
734	CUPY_4000_126	暂无
735	CUPY_4000_127	暂无
736	CUPY_4000_128	暂无
737	CUPY_4000_129	暂无
738	CUPY_4000_130	暂无
739	CUPY_4000_131	暂无
740	CUPY_4000_132	暂无
741	CUPY_4000_133	暂无
742	CUPY_4000_134	暂无
743	CUPY_4000_135	暂无
744	CUPY_4000_136	暂无
745	CUPY_4000_137	暂无
746	CUPY_4000_138	暂无
747	CUPY_4000_139	暂无
748	CUPY_4000_140	暂无
749	CUPY_4000_141	暂无
750	CUPY_4000_142	暂无
751	CUPY_4000_143	暂无
752	CUPY_4000_144	暂无
753	CUPY_4000_145	暂无
754	CUPY_4000_146	暂无
755	CUPY_4000_147	暂无
756	CUPY_4000_148	暂无
757	CUPY_4000_149	暂无
758	CUPY_4000_150	暂无
759	CUPY_4000_151	暂无
760	CUPY_4000_152	暂无
761	CUPY_4000_153	暂无
762	CUPY_4000_154	暂无
763	CUPY_4000_155	暂无
764	CUPY_4000_156	暂无
765	CUPY_4000_157	暂无
766	CUPY_4000_158	暂无
767	CUPY_4000_159	暂无
768	CUPY_4000_160	暂无
769	CUPY_4000_161	暂无
770	CUPY_4000_162	暂无
771	CUPY_4000_163	暂无
772	CUPY_4000_164	暂无
773	CUPY_4000_165	暂无
774	CUPY_4000_166	暂无
775	CUPY_4000_167	暂无
776	CUPY_4000_168	暂无
777	CUPY_4000_169	暂无
778	CUPY_4000_170	暂无
779	CUPY_4000_171	暂无
780	CUPY_4000_172	暂无
781	CUPY_4000_173	暂无
782	CUPY_4000_174	暂无
783	CUPY_4000_175	暂无
784	CUPY_4000_176	暂无
785	CUPY_4000_177	暂无
786	CUPY_4000_178	暂无
787	CUPY_4000_179	暂无
788	CUPY_4000_180	暂无
789	CUPY_4000_181	暂无
790	CUPY_4000_182	暂无
791	CUPY_4000_183	暂无
792	CUPY_4000_184	暂无
793	CUPY_4000_185	暂无
794	CUPY_4000_186	暂无
795	CUPY_4000_187	暂无
796	CUPY_4000_188	暂无
797	CUPY_4000_189	暂无
798	CUPY_4000_190	暂无
799	CUPY_4000_191	暂无
800	CUPY_4000_192	暂无
801	CUPY_4000_193	暂无
802	CUPY_4000_194	暂无
803	CUPY_4000_195	暂无
804	CUPY_4000_196	暂无
805	CUPY_4000_197	暂无
806	CUPY_4000_198	暂无
807	CUPY_4000_199	暂无
808	CUPY_4000_200	暂无
809	CUPY_5000_001	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
810	CUPY_5000_002	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
811	CUPY_5000_003	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
812	CUPY_5000_004	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
813	CUPY_5000_005	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
814	CUPY_5000_006	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
815	CUPY_5000_007	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
816	CUPY_5000_008	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
817	CUPY_5000_009	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
818	CUPY_5000_010	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
819	CUPY_5000_011	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
820	CUPY_5000_012	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
821	CUPY_5000_013	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
822	CUPY_5000_014	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
823	CUPY_5000_015	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
824	CUPY_5000_016	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
825	CUPY_5000_017	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
826	CUPY_5000_018	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
827	CUPY_5000_019	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
828	CUPY_5000_020	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
829	CUPY_5000_021	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
830	CUPY_5000_022	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
831	CUPY_5000_023	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
832	CUPY_5000_024	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
833	CUPY_5000_025	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
834	CUPY_5000_026	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
835	CUPY_5000_027	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
836	CUPY_5000_028	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
837	CUPY_5000_029	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
838	CUPY_5000_030	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
839	CUPY_5000_031	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
840	CUPY_5000_032	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
841	CUPY_5000_033	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
842	CUPY_5000_034	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
843	CUPY_5000_035	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
844	CUPY_5000_036	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
845	CUPY_5000_037	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
846	CUPY_5000_038	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
847	CUPY_5000_039	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
848	CUPY_5000_040	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
849	CUPY_5000_041	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
850	CUPY_5000_042	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
851	CUPY_5000_043	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
852	CUPY_5000_044	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
853	CUPY_5000_045	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
854	CUPY_5000_046	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
855	CUPY_5000_047	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
856	CUPY_5000_048	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
857	CUPY_5000_049	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
858	CUPY_5000_050	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
859	CUPY_5000_051	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
860	CUPY_5000_052	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
861	CUPY_5000_053	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
862	CUPY_5000_054	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
863	CUPY_5000_055	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
864	CUPY_5000_056	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
865	CUPY_5000_057	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
866	CUPY_5000_058	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
867	CUPY_5000_059	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
868	CUPY_5000_060	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
869	CUPY_5000_061	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
870	CUPY_5000_062	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
871	CUPY_5000_063	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
872	CUPY_5000_064	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
873	CUPY_5000_065	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
874	CUPY_5000_066	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
875	CUPY_5000_067	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
876	CUPY_5000_068	请谨慎使用自己募集来的士兵,注意他们的技能以及攻击方式以免造成大量伤亡.
877	CUPY_5000_069	暂无
878	CUPY_5000_070	暂无
879	CUPY_5000_071	暂无
880	CUPY_5000_072	暂无
881	CUPY_5000_073	暂无
882	CUPY_5000_074	暂无
883	CUPY_5000_075	暂无
884	CUPY_5000_076	暂无
885	CUPY_5000_077	暂无
886	CUPY_5000_078	暂无
887	CUPY_5000_079	暂无
888	CUPY_5000_080	暂无
889	CUPY_5000_081	暂无
890	CUPY_5000_082	暂无
891	CUPY_5000_083	暂无
892	CUPY_5000_084	暂无
893	CUPY_5000_085	暂无
894	CUPY_5000_086	暂无
895	CUPY_5000_087	暂无
896	CUPY_5000_088	暂无
897	CUPY_5000_089	暂无
898	CUPY_5000_090	暂无
899	CUPY_5000_091	暂无
900	CUPY_5000_092	暂无
901	CUPY_5000_093	暂无
902	CUPY_5000_094	暂无
903	CUPY_5000_095	暂无
904	CUPY_5000_096	暂无
905	CUPY_5000_097	暂无
906	CUPY_5000_098	暂无
907	CUPY_5000_099	暂无
908	CUPY_5000_100	暂无
909	CUPY_5000_101	暂无
910	CUPY_5000_102	暂无
911	CUPY_5000_103	暂无
912	CUPY_5000_104	暂无
913	CUPY_5000_105	暂无
914	CUPY_5000_106	暂无
915	CUPY_5000_107	暂无
916	CUPY_5000_108	暂无
917	CUPY_5000_109	暂无
918	CUPY_5000_110	暂无
919	CUPY_5000_111	暂无
920	CUPY_5000_112	暂无
921	CUPY_5000_113	暂无
922	CUPY_5000_114	暂无
923	CUPY_5000_115	暂无
924	CUPY_5000_116	暂无
925	CUPY_5000_117	暂无
926	CUPY_5000_118	暂无
927	CUPY_5000_119	暂无
928	CUPY_5000_120	暂无
929	CUPY_5000_121	暂无
930	CUPY_5000_122	暂无
931	CUPY_5000_123	暂无
932	CUPY_5000_124	暂无
933	CUPY_5000_125	暂无
934	CUPY_5000_126	暂无
935	CUPY_5000_127	暂无
936	CUPY_5000_128	暂无
937	CUPY_5000_129	暂无
938	CUPY_5000_130	暂无
939	CUPY_5000_131	暂无
940	CUPY_5000_132	暂无
941	CUPY_5000_133	暂无
942	CUPY_5000_134	暂无
943	CUPY_5000_135	暂无
944	CUPY_5000_136	暂无
945	CUPY_5000_137	暂无
946	CUPY_5000_138	暂无
947	CUPY_5000_139	暂无
948	CUPY_5000_140	暂无
949	CUPY_5000_141	暂无
950	CUPY_5000_142	暂无
951	CUPY_5000_143	暂无
952	CUPY_5000_144	暂无
953	CUPY_5000_145	暂无
954	CUPY_5000_146	暂无
955	CUPY_5000_147	暂无
956	CUPY_5000_148	暂无
957	CUPY_5000_149	暂无
958	CUPY_5000_150	暂无
959	CUPY_5000_151	暂无
960	CUPY_5000_152	暂无
961	CUPY_5000_153	暂无
962	CUPY_5000_154	暂无
963	CUPY_5000_155	暂无
964	CUPY_5000_156	暂无
965	CUPY_5000_157	暂无
966	CUPY_5000_158	暂无
967	CUPY_5000_159	暂无
968	CUPY_5000_160	暂无
969	CUPY_5000_161	暂无
970	CUPY_5000_162	暂无
971	CUPY_5000_163	暂无
972	CUPY_5000_164	暂无
973	CUPY_5000_165	暂无
974	CUPY_5000_166	暂无
975	CUPY_5000_167	暂无
976	CUPY_5000_168	暂无
977	CUPY_5000_169	暂无
978	CUPY_5000_170	暂无
979	CUPY_5000_171	暂无
980	CUPY_5000_172	暂无
981	CUPY_5000_173	暂无
982	CUPY_5000_174	暂无
983	CUPY_5000_175	暂无
984	CUPY_5000_176	暂无
985	CUPY_5000_177	暂无
986	CUPY_5000_178	暂无
987	CUPY_5000_179	暂无
988	CUPY_5000_180	暂无
989	CUPY_5000_181	暂无
990	CUPY_5000_182	暂无
991	CUPY_5000_183	暂无
992	CUPY_5000_184	暂无
993	CUPY_5000_185	暂无
994	CUPY_5000_186	暂无
995	CUPY_5000_187	暂无
996	CUPY_5000_188	暂无
997	CUPY_5000_189	暂无
998	CUPY_5000_190	暂无
999	CUPY_5000_191	暂无
1000	CUPY_5000_192	暂无
1001	CUPY_5000_193	暂无
1002	CUPY_5000_194	更多
1003	CUPY_5000_195	战场中处处充满危机，小心被攻击哦！！
1004	CUPY_5000_196	指挥官选取
1005	CUPY_5000_197	林德将军
1006	CUPY_5000_198	威尔上将
1007	CUPY_5000_199	艾维特兵长
1008	CUPY_5000_200	李单江
1009	TXSS_1000_040	立即建造
1010	TXSS_1000_041	取消
1011	TXSS_1000_042	完成
1012	TXSS_1000_043	确定
1013	TXSS_1000_044	训练
1014	TXSS_1000_045	购买
1015	TXSS_1000_046	再次
1016	TXSS_1000_047	返回商店
1017	TXSS_1000_048	热销
1018	TXSS_1000_049	新品
1019	TXSS_1000_050	折扣
1020	TXSS_1000_051	礼包
1021	TXSS_1000_052	其他
1022	TXSS_1000_053	全部
1023	TXSS_1000_054	治疗
1024	TXSS_1000_055	加为好友
1025	TXSS_1000_056	访问
1026	TXSS_1000_057	攻击
1027	TXSS_1000_058	接受
1028	TXSS_1000_059	拒绝
1029	TXSS_1000_060	选择
1030	TXSS_1000_061	返回
1031	TXSS_1000_062	注册帐号
1032	TXSS_1000_063	维修
1033	TXSS_1000_064	下一步
1034	TXSS_1000_065	完成
1035	TXSS_1000_066	速度
1036	TXSS_1000_067	开战
1037	TXSS_1000_068	受伤
1038	TXSS_1000_069	无法同时拥有2座医院
1039	TXSS_1000_070	放弃
1040	TXSS_1000_071	无法同时拥有2座军品储备所
1041	TXSS_1000_072	区
1042	TXSS_1000_073	点击选区
1043	TXSS_1000_074	爆满
1044	TXSS_1000_075	拥挤
1045	TXSS_1000_076	流畅
1046	TXSS_1000_077	新服
1047	TXSS_1000_078	维护
1048	TXSS_1000_079	用户名
1049	TXSS_1000_080	密　码
1050	TXSS_1000_081	点击任意位置退出
1051	TXSS_1000_082	军功
1052	TXSS_1000_083	军资持续产生，直到填满军品储备所
1053	TXSS_1000_084	军品储备所
1054	TXSS_1000_085	加速
1055	TXSS_1000_086	消耗人口
1056	TXSS_1000_087	消耗时间
1057	TXSS_1000_088	查看技能
1058	TXSS_3000_001	体力
1059	TXSS_3000_002	撞击轨道
1060	TXSS_3000_003	请选择游戏大区
1061	TXSS_3000_004	连接超时
1062	TXSS_3000_005	创建网络连接失败
1063	TXSS_3000_006	服务器关闭
1064	TXSS_2000_055	遇到麻烦了，请重新开始战斗
1065	TXSS_2000_056	生产中
1066	TXSS_2000_057	补齐全部军资，马上开始建造
1067	NAME_5000_001	瞄准射击
1068	NAME_5000_002	防爆护盾
1069	NAME_5000_003	瞄准射击
1070	NAME_5000_004	攻守兼备
1071	NAME_5000_005	强化体能
1072	NAME_5000_006	穿甲弹
1073	NAME_5000_007	扫射
1074	NAME_5000_008	瞄准射击
1075	NAME_5000_009	扫射
1076	NAME_5000_010	扫射
1077	NAME_5000_011	穿透射击
1078	NAME_5000_012	穿透射击
1079	NAME_5000_013	扫射
1080	NAME_5000_014	扫射
1081	NAME_5000_015	扫射
1082	NAME_5000_016	瞄准射击
1083	NAME_5000_017	瞄准射击
1084	NAME_5000_018	穿甲弹
1085	NAME_5000_019	防爆护盾
1086	NAME_5000_020	强化生命
1087	NAME_5000_021	轻型火炮
1088	NAME_5000_022	强化装甲
1089	NAME_5000_023	攻守兼备
1090	NAME_5000_024	强化防御
1091	NAME_5000_025	强化装甲
1092	NAME_5000_026	强化火炮
1093	NAME_5000_027	震地
1094	NAME_5000_028	悍甲
1095	NAME_5000_029	突击
1096	NAME_4000_059	暂无
1097	NAME_4000_058	暂无
1098	NAME_4000_059	暂无
1099	NAME_4000_058	暂无
1100	NAME_4000_059	暂无
1101	TIP_1000_001	人口 +5
1102	TIP_1000_002	人口 +10
1103	TIP_1000_003	人口 +15
1104	TIP_1000_004	可立即生产军资
1105	TIP_1000_005	可立即生产军资
1106	TIP_1000_006	可立即生产军资
1107	TIP_1000_007	军品储备所储量 +500
1108	TIP_1000_008	军品储备所储量 +2000
1109	TIP_1000_009	可立即训练士兵
1110	TIP_1000_010	可立即训练士兵
1111	TIP_1000_011	可自动生产军资
1112	TIP_1000_012	可放置到木材点采矿
1113	TIP_1000_013	可更高效的采集木材
1114	TIP_1000_014	可放置到油田开采石料
1115	TIP_1000_015	可更高效的采集石料
1116	TIP_1000_016	可以建造更多建筑
1117	SKILL_1000_001	对横排三个单位造成伤害
1118	SKILL_1000_002	对横排五个单位造成伤害
1119	SKILL_1000_003	对个体单位造成伤害
1120	SKILL_1000_004	对纵向三个单位造成伤害
1121	SKILL_1000_005	对个体单位造成伤害
1122	SKILL_1000_006	对纵向三个单位造成伤害
1123	SKILL_1000_007	对纵向三个单位造成伤害
1124	SKILL_1000_008	对个体单位造成伤害
1125	SKILL_1000_009	对横排三个单位造成伤害
1126	SKILL_1000_010	对横排三个单位造成伤害
1127	SKILL_1000_011	对纵向三个单位造成伤害
1128	SKILL_1000_012	对方块聚集单位造成伤害
1129	SKILL_1000_013	对横排五个单位造成伤害
1130	SKILL_1000_014	对个体单位造成伤害
1131	SKILL_1000_015	对纵向三个单位造成伤害
1132	SKILL_1000_016	对横排三个单位造成伤害
1133	SKILL_1000_017	对横排五个单位造成伤害
1134	SKILL_1000_018	对纵向三个单位造成伤害
1135	SKILL_1000_019	对方块聚集单位造成伤害
1136	SKILL_1000_020	对方块散开单位造成伤害
1137	SKILL_1000_021	对个体单位造成伤害
1138	SKILL_1000_022	对个体单位造成伤害
1139	SKILL_1000_023	对横排三个单位造成伤害
1140	SKILL_1000_024	对横排三个单位造成伤害
1141	SKILL_1000_025	对方块分散单位造成伤害
1142	SKILL_1000_026	对横排五个单位造成伤害
1143	SKILL_1000_027	对横排五个单位造成伤害
1144	SKILL_1000_028	对方块聚集单位造成伤害
1145	SKILL_1000_029	对方块聚集单位造成伤害
1146	SKILLLEI_1000_001	被动技能
1147	TIP_1000_017	卖出成功！
1148	TIP_1000_018	指挥官！手下不足，不能进入战斗！请立即建造士兵！
1149	TIP_1000_019	请布置士兵出战阵型
1150	TIP_1000_020	无出战士兵，不能开战
1151	TIP_1000_021	前方有敌兵阻挡，不能攻击该位置
1152	TIP_1000_022	购买体力，立即开始战斗
1153	TIP_1000_023	即将开放，敬请期待
1154	UI_1000_001	立即登录
1155	UI_1000_002	选择服务器
1156	UI_1000_003	进入服务器
1157	UI_2000_001	特种士兵专用靴子，鞋底很厚即使长途跋涉也不觉得难受。
1158	UI_2000_002	军官所用的望远镜，可以看得更远让你更好地把握战场。
1159	UI_2000_003	军资所特别制作的行军裤子，防御力不错。
1160	UI_2000_004	突击兵所佩戴的钢盔，能有效的保护头部防止爆头。
1161	UI_2000_005	高阶军官所穿的大衣，用高档面料制作还有一定防弹的功效。
1162	UI_2000_006	普通的面包只能略微填饱肚子.
1163	UI_2000_007	补充身体所需维生素的药剂。
1164	UI_2000_008	应急止血的药剂，效果很好。
1165	UI_2000_009	中毒时用来解毒的药剂，可解大部分毒。
1166	UI_2000_010	受重伤时用来紧急使用的药物。
1167	UI_2000_011	生命垂微时用的药物，他或许可以救你一命。
1168	UI_2000_012	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1169	UI_2000_013	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1170	UI_2000_014	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1171	UI_2000_015	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1172	UI_2000_016	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1173	UI_2000_017	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1174	UI_2000_018	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1175	UI_2000_019	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1176	UI_2000_020	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1177	UI_2000_021	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1178	UI_2000_022	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1179	UI_2000_023	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1180	UI_2000_024	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1181	UI_2000_025	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1182	UI_2000_026	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1183	UI_2000_027	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1184	UI_2000_028	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1185	UI_2000_029	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1187	UI_2000_030	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1188	UI_2000_031	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1189	UI_2000_032	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1190	UI_2000_033	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1191	UI_2000_034	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1192	UI_2000_035	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1193	UI_2000_036	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1194	UI_2000_037	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1195	UI_2000_038	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1196	UI_2000_039	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
